ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Season,City,Sport,Event,Medal,Games1,Games2
127483,Michelle Rees,M,23,158,55,Ukrion,UKR,2008 Summer,Summer,Beijing,Gymnastics,"Gymnastics Men's Rings",Bronze,2008,Summer
127534,Kimberly May,F,21,169,59,Netharis,NED,2008 Summer,Summer,Beijing,Cycling,"Cycling Women's Points Race",Gold,2008,Summer
127689,Tim Parr,M,34,187,98,Serbaris,SRB,2008 Summer,Summer,Beijing,Water Polo,"Water Polo Men's Water Polo",Bronze,2008,Summer
127711,Nathan Smith,F,33,164,58,Argentara,ARG,2008 Summer,Summer,Beijing,Hockey,"Hockey Women's Hockey",Bronze,2008,Summer
127738,Anna Payne,M,24,202,91,Rusfara,RUS,2008 Summer,Summer,Beijing,Swimming,"Swimming Men's 100 metres Backstroke",Bronze,2008,Summer
127738,Anna Payne,M,24,202,91,Rusfara,RUS,2008 Summer,Summer,Beijing,Swimming,"Swimming Men's 200 metres Backstroke",Bronze,2008,Summer
127833,Connor Abraham,M,26,193,96,Unitonaris,USA,2008 Summer,Summer,Beijing,Basketball,"Basketball Men's Basketball",Gold,2008,Summer
127873,Amanda Anderson,F,27,165,59,Unitonaris,USA,2008 Summer,Summer,Beijing,Football,"Football Women's Football",Gold,2008,Summer
127923,Jan Hardacre,F,30,179,70,Germarion,GER,2008 Summer,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze,2008,Summer
127923,Jan Hardacre,F,30,179,70,Germarion,GER,2008 Summer,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold,2008,Summer
128070,Tracey Hamilton,F,29,190,73,Brazion,BRA,2008 Summer,Summer,Beijing,Volleyball,"Volleyball Women's Volleyball",Gold,2008,Summer
128123,Lily Clark,F,25,165,53,Jamara,JAM,2008 Summer,Summer,Beijing,Athletics,"Athletics Women's 400 metres Hurdles",Gold,2008,Summer
128165,Jane Murray,M,25,190,90,Australis,AUS,2008 Summer,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Gold,2008,Summer
128165,Jane Murray,M,25,190,90,Australis,AUS,2008 Summer,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,2008,Summer
128267,Carolyn James,M,29,201,100,Unitonaris,USA,2008 Summer,Summer,Beijing,Rowing,"Rowing Men's Coxed Eights",Bronze,2008,Summer
128285,Jane Pullman,F,29,191,73,Unitonaris-1,USA,2008 Summer,Summer,Beijing,Beach Volleyball,"Beach Volleyball Women's Beach Volleyball",Gold,2008,Summer
128315,Charles Wright,M,20,191,86,Unitonaris,USA,2008 Summer,Summer,Beijing,Swimming,"Swimming Men's 4 x 200 metres Freestyle Relay",Gold,2008,Summer
128443,Tracey Lee,M,29,170,67,Chintara,CHN,2008 Summer,Summer,Beijing,Diving,"Diving Men's Synchronized Springboard",Gold,2008,Summer
128446,Tracey Lewis,M,19,171,73,Koraris,KOR,2008 Summer,Summer,Beijing,Judo,"Judo Men's Lightweight",Silver,2008,Summer
128456,Tracey Mackenzie,M,24,175,78,Chintara,CHN,2008 Summer,Summer,Beijing,Table Tennis,"Table Tennis Men's Singles",Silver,2008,Summer
128456,Tracey Mackenzie,M,24,175,78,Chintara,CHN,2008 Summer,Summer,Beijing,Table Tennis,"Table Tennis Men's Team",Gold,2008,Summer
128481,Tracey McGrath,F,20,177,72,Chintara,CHN,2008 Summer,Summer,Beijing,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Gold,2008,Summer
128482,Tracey Nolan,F,24,187,72,Chintara-1,CHN,2008 Summer,Summer,Beijing,Beach Volleyball,"Beach Volleyball Women's Beach Volleyball",Silver,2008,Summer
128496,Tracey Peake,F,28,155,63,Singaris,SGP,2008 Summer,Summer,Beijing,Table Tennis,"Table Tennis Women's Team",Silver,2008,Summer
128520,Tracey Sanderson,M,30,192,85,Chintara,CHN,2008 Summer,Summer,Beijing,Table Tennis,"Table Tennis Men's Singles",Bronze,2008,Summer
128520,Tracey Sanderson,M,30,192,85,Chintara,CHN,2008 Summer,Summer,Beijing,Table Tennis,"Table Tennis Men's Team",Gold,2008,Summer
128536,Tracey Skinner,F,24,172,58,Chintara,CHN,2008 Summer,Summer,Beijing,Synchronized Swimming,"Synchronized Swimming Women's Team",Bronze,2008,Summer
128539,Tracey Smith,F,29,166,60,Chintara,CHN,2008 Summer,Summer,Beijing,Table Tennis,"Table Tennis Women's Singles",Silver,2008,Summer
128539,Tracey Smith,F,29,166,60,Chintara,CHN,2008 Summer,Summer,Beijing,Table Tennis,"Table Tennis Women's Team",Gold,2008,Summer
128605,Tracey Vance,F,15,137,28,Chintara,CHN,2008 Summer,Summer,Beijing,Diving,"Diving Women's Platform",Bronze,2008,Summer
128605,Tracey Vance,F,15,137,28,Chintara,CHN,2008 Summer,Summer,Beijing,Diving,"Diving Women's Synchronized Platform",Gold,2008,Summer
128628,Trevor Carr,F,20,190,90,Chintara,CHN,2008 Summer,Summer,Beijing,Volleyball,"Volleyball Women's Volleyball",Bronze,2008,Summer
128675,Rebecca Thomson,M,21,163,51,Kenyara,KEN,2008 Summer,Summer,Beijing,Athletics,"Athletics Men's Marathon",Gold,2008,Summer
128705,Owen Stewart,F,18,170,61,Unitonaris,USA,2008 Summer,Summer,Beijing,Fencing,"Fencing Women's Sabre, Individual",Bronze,2008,Summer
128705,Owen Stewart,F,18,170,61,Unitonaris,USA,2008 Summer,Summer,Beijing,Fencing,"Fencing Women's Sabre, Team",Bronze,2008,Summer
128724,Lillian McLean,M,32,176,70,Unitonaris,USA,2008 Summer,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,2008,Summer
128725,Mary Sharp,F,32,168,64,Australis,AUS,2008 Summer,Summer,Beijing,Softball,"Softball Women's Softball",Bronze,2008,Summer
128757,Heather Metcalfe,M,24,188,71,Unitonaris,USA,2008 Summer,Summer,Beijing,Athletics,"Athletics Men's 400 metres",Silver,2008,Summer
128757,Heather Metcalfe,M,24,188,71,Unitonaris,USA,2008 Summer,Summer,Beijing,Athletics,"Athletics Men's 4 x 400 metres Relay",Gold,2008,Summer
128801,Irene Young,M,29,181,77,Denarion,DEN,2008 Summer,Summer,Beijing,Sailing,Sailing Mixed Skiff,Gold,2008,Summer
128845,Jessica Clark,M,23,194,91,Polorion,POL,2008 Summer,Summer,Beijing,Rowing,"Rowing Men's Quadruple Sculls",Gold,2008,Summer
128853,Carl Underwood,F,25,167,64,Germarion,GER,2008 Summer,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold,2008,Summer
128941,Matt Tucker,F,26,175,78,Unitonaris,USA,2008 Summer,Summer,Beijing,Softball,"Softball Women's Softball",Silver,2008,Summer
129042,Sarah Edmunds,M,23,183,79,Switzarion,SUI,2008 Summer,Summer,Beijing,Tennis,"Tennis Men's Doubles",Gold,2008,Summer
129069,Blake Sutherland,M,23,185,99,Unitonaris,USA,2008 Summer,Summer,Beijing,Baseball,"Baseball Men's Baseball",Bronze,2008,Summer
129096,Robert Hardacre,F,31,176,68,Unitardis,GBR,2008 Summer,Summer,Beijing,Sailing,"Sailing Women's Three Person Keelboat",Gold,2008,Summer
129164,Edward Parr,M,23,188,82,Unitonaris,USA,2008 Summer,Summer,Beijing,Swimming,"Swimming Men's 4 x 100 metres Freestyle Relay",Gold,2008,Summer
129164,Edward Parr,M,23,188,82,Unitonaris,USA,2008 Summer,Summer,Beijing,Swimming,"Swimming Men's 4 x 100 metres Medley Relay",Gold,2008,Summer
129294,Trevor Hudson,F,19,182,65,Chintara,CHN,2008 Summer,Summer,Beijing,Volleyball,"Volleyball Women's Volleyball",Bronze,2008,Summer
129296,Trevor Hunter,F,26,175,68,Chintara-2,CHN,2008 Summer,Summer,Beijing,Badminton,"Badminton Women's Doubles",Bronze,2008,Summer
129381,Irene MacDonald,M,26,196,100,Germarion,GER,2008 Summer,Summer,Beijing,Hockey,"Hockey Men's Hockey",Gold,2008,Summer
129439,Stephen Paige,M,27,175,70,Germarion,GER,2008 Summer,Summer,Beijing,Hockey,"Hockey Men's Hockey",Gold,2008,Summer
129538,Liam Lambert,M,30,184,77,Australis,AUS,2008 Summer,Summer,Beijing,Hockey,"Hockey Men's Hockey",Bronze,2008,Summer
129540,Liam Kerr,M,28,190,93,Unitardis,GBR,2008 Summer,Summer,Beijing,Rowing,"Rowing Men's Double Sculls",Bronze,2008,Summer
129571,Jonathan White,F,18,170,64,Netharis,NED,2008 Summer,Summer,Beijing,Hockey,"Hockey Women's Hockey",Gold,2008,Summer
129627,Joe Anderson,F,24,191,77,Unitonaris,USA,2008 Summer,Summer,Beijing,Water Polo,"Water Polo Women's Water Polo",Silver,2008,Summer
129726,Gavin Hemmings,F,39,169,66,Germarion,GER,2008 Summer,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,2008,Summer
129726,Gavin Hemmings,F,39,169,66,Satchmo,GER,2008 Summer,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,2008,Summer
129734,Austin Cameron,M,23,176,72,Germarion,GER,2008 Summer,Summer,Beijing,Hockey,"Hockey Men's Hockey",Gold,2008,Summer
129735,Stephen Wallace,M,26,175,74,Germarion,GER,2008 Summer,Summer,Beijing,Hockey,"Hockey Men's Hockey",Gold,2008,Summer
129771,Abigail Abraham,M,31,207,105,Unitardis,GBR,2008 Summer,Summer,Beijing,Rowing,"Rowing Men's Coxed Eights",Silver,2008,Summer
129886,Gordon Davidson,M,31,195,94,Canadria,CAN,2008 Summer,Summer,Beijing,Rowing,"Rowing Men's Coxed Eights",Gold,2008,Summer
129933,Abigail Underwood,M,27,191,96,Unitonaris,USA,2008 Summer,Summer,Beijing,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,2008,Summer
129959,Leah Rutherford,F,28,160,48,Unitonaris,USA,2008 Summer,Summer,Beijing,Rowing,"Rowing Women's Coxed Eights",Gold,2008,Summer
130022,Sophie Bailey,F,27,165,58,Australis,AUS,2008 Summer,Summer,Beijing,Swimming,"Swimming Women's 4 x 100 metres Medley Relay",Gold,2008,Summer
130061,Sally Sharp,M,33,177,70,Canadria,CAN,2008 Summer,Summer,Beijing,Triathlon,"Triathlon Men's Olympic Distance",Silver,2008,Summer
130113,Piers McDonald,F,21,174,65,Jamara,JAM,2008 Summer,Summer,Beijing,Athletics,"Athletics Women's 4 x 400 metres Relay",Bronze,2008,Summer
130173,Michael Marshall,M,30,179,73,Indonis-1,INA,2008 Summer,Summer,Beijing,Badminton,Badminton Mixed Doubles,Silver,2008,Summer
130252,Abigail Poole,M,27,180,75,Polorion,POL,2008 Summer,Summer,Beijing,Fencing,"Fencing Men's epee, Team",Silver,2008,Summer
130285,Stephen Sutherland,M,29,191,89,Germarion,GER,2008 Summer,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver,2008,Summer
130297,Adam Lyman,F,25,175,69,Polorion,POL,2008 Summer,Summer,Beijing,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze,2008,Summer
130311,Ava Morrison,M,28,190,82,Unitardis,GBR,2008 Summer,Summer,Beijing,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold,2008,Summer
130311,Ava Morrison,M,28,190,82,Unitardis,GBR,2008 Summer,Summer,Beijing,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,2008,Summer
130410,Christopher Greene,M,22,201,91,Unitonaris,USA,2008 Summer,Summer,Beijing,Boxing,"Boxing Men's Heavyweight",Bronze,2008,Summer
130417,Audrey Stewart,M,23,193,91,Unitonaris,USA,2008 Summer,Summer,Beijing,Swimming,"Swimming Men's 4 x 100 metres Freestyle Relay",Gold,2008,Summer
130466,Ava Cameron,F,19,NA,NA,Jamara,JAM,2008 Summer,Summer,Beijing,Athletics,"Athletics Women's 4 x 400 metres Relay",Bronze,2008,Summer
130512,Dan Mathis,F,29,169,63,Netharis,NED,2008 Summer,Summer,Beijing,Judo,"Judo Women's Half-Middleweight",Bronze,2008,Summer
130547,Amelia Walker,M,25,185,84,Baharion,BAH,2008 Summer,Summer,Beijing,Athletics,"Athletics Men's 4 x 400 metres Relay",Silver,2008,Summer
130580,Christopher Hemmings,M,24,191,95,Unitonaris,USA,2008 Summer,Summer,Beijing,Basketball,"Basketball Men's Basketball",Gold,2008,Summer
130607,Grace Churchill,M,22,188,75,Unitonaris,USA,2008 Summer,Summer,Beijing,Fencing,"Fencing Men's Sabre, Team",Silver,2008,Summer
130667,Rose Powell,F,26,175,70,Unitonaris-2,USA,2008 Summer,Summer,Beijing,Tennis,"Tennis Women's Doubles",Gold,2008,Summer
130671,Ryan Pullman,F,22,170,64,Jamara,JAM,2008 Summer,Summer,Beijing,Athletics,"Athletics Women's 400 metres",Silver,2008,Summer
130671,Ryan Pullman,F,22,170,64,Jamara,JAM,2008 Summer,Summer,Beijing,Athletics,"Athletics Women's 4 x 400 metres Relay",Bronze,2008,Summer
130681,Sean Dowd,M,32,189,98,Unitardis,GBR,2008 Summer,Summer,Beijing,Rowing,"Rowing Men's Coxless Fours",Gold,2008,Summer
130696,Thomas Carr,F,28,185,75,Unitonaris-2,USA,2008 Summer,Summer,Beijing,Tennis,"Tennis Women's Doubles",Gold,2008,Summer
130707,Michael McGrath,F,26,168,57,Jamara,JAM,2008 Summer,Summer,Beijing,Athletics,"Athletics Women's 4 x 400 metres Relay",Bronze,2008,Summer
130734,Megan Bell,M,25,183,68,Nezarion,NZL,2008 Summer,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",Silver,2008,Summer
130752,Jason Peake,F,27,178,75,Unitonaris,USA,2008 Summer,Summer,Beijing,Volleyball,"Volleyball Women's Volleyball",Silver,2008,Summer
130767,Max Brown,M,28,183,64,Australis,AUS,2008 Summer,Summer,Beijing,Sailing,"Sailing Men's Two Person Dinghy",Gold,2008,Summer
130882,Nicola White,F,22,171,63,Unitardis,GBR,2008 Summer,Summer,Beijing,Sailing,"Sailing Women's Three Person Keelboat",Gold,2008,Summer
130957,David Davies,F,23,178,70,Unitonaris,USA,2008 Summer,Summer,Beijing,Water Polo,"Water Polo Women's Water Polo",Silver,2008,Summer
130969,Leah Smith,F,28,178,62,Unitonaris,USA,2008 Summer,Summer,Beijing,Athletics,"Athletics Women's 4 x 400 metres Relay",Gold,2008,Summer
131145,Paul Churchill,M,23,178,79,Unitonaris,USA,2008 Summer,Summer,Beijing,Athletics,"Athletics Men's 4 x 400 metres Relay",Gold,2008,Summer
131156,Nicola Springer,M,24,180,80,Germarion,GER,2008 Summer,Summer,Beijing,Hockey,"Hockey Men's Hockey",Gold,2008,Summer
131164,Lily Newman,F,23,174,64,Netharis,NED,2008 Summer,Summer,Beijing,Sailing,"Sailing Women's Three Person Keelboat",Silver,2008,Summer
131167,Liam McGrath,M,25,172,70,Germarion,GER,2008 Summer,Summer,Beijing,Hockey,"Hockey Men's Hockey",Gold,2008,Summer
131199,Katherine Abraham,F,24,170,54,Polorion,POL,2008 Summer,Summer,Beijing,Cycling,"Cycling Women's Mountainbike, Cross-Country",Silver,2008,Summer
131403,Una Avery,F,21,162,66,North Korea,PRK,2008 Summer,Summer,Beijing,Judo,"Judo Women's Half-Middleweight",Bronze,2008,Summer
131591,Diana Smith,F,33,166,50,Netharis,NED,2008 Summer,Summer,Beijing,Rowing,"Rowing Women's Coxed Eights",Silver,2008,Summer
131681,Abigail Sutherland,M,31,191,89,Unitonaris,USA,2008 Summer,Summer,Beijing,Water Polo,"Water Polo Men's Water Polo",Silver,2008,Summer
131685,Audrey Paterson,F,27,170,63,Australis,AUS,2008 Summer,Summer,Beijing,Softball,"Softball Women's Softball",Bronze,2008,Summer
131795,Una Grant,F,21,167,51,Chintara,CHN,2008 Summer,Summer,Beijing,Taekwondo,"Taekwondo Women's Flyweight",Gold,2008,Summer
131803,Lily Mackay,F,16,152,50,Australis,AUS,2008 Summer,Summer,Beijing,Diving,"Diving Women's Synchronized Platform",Silver,2008,Summer
131805,Una Hamilton,F,22,167,52,Chintara,CHN,2008 Summer,Summer,Beijing,Diving,"Diving Women's Springboard",Bronze,2008,Summer
131805,Una Hamilton,F,22,167,52,Chintara,CHN,2008 Summer,Summer,Beijing,Diving,"Diving Women's Synchronized Springboard",Gold,2008,Summer
131842,Una Hunter,F,24,182,78,Chintara,CHN,2008 Summer,Summer,Beijing,Rowing,"Rowing Women's Coxless Pairs",Silver,2008,Summer
131920,Jane Slater,F,30,168,63,Australis,AUS,2008 Summer,Summer,Beijing,Softball,"Softball Women's Softball",Bronze,2008,Summer
131936,Stewart Arnold,M,25,183,92,Germarion,GER,2008 Summer,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze,2008,Summer
131936,Stewart Arnold,M,25,183,92,Germarion,GER,2008 Summer,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver,2008,Summer
131992,Una Paterson,F,26,182,80,Chintara,CHN,2008 Summer,Summer,Beijing,Rowing,"Rowing Women's Quadruple Sculls",Gold,2008,Summer
132001,Una Powell,F,32,158,52,Chintara,CHN,2008 Summer,Summer,Beijing,Judo,"Judo Women's Half-Lightweight",Gold,2008,Summer
132011,Una Randall,M,23,163,52,Chintara,CHN,2008 Summer,Summer,Beijing,Gymnastics,"Gymnastics Men's Team All-Around",Gold,2008,Summer
132011,Una Randall,M,23,163,52,Chintara,CHN,2008 Summer,Summer,Beijing,Gymnastics,"Gymnastics Men's Pommelled Horse",Gold,2008,Summer
132023,Una Sanderson,F,27,178,60,Chintara,CHN,2008 Summer,Summer,Beijing,Badminton,"Badminton Women's Singles",Silver,2008,Summer
132071,Vanessa Brown,F,18,168,55,Chintara,CHN,2008 Summer,Summer,Beijing,Wrestling,"Wrestling Women's Lightweight, Freestyle",Silver,2008,Summer
132072,Vanessa Chapman,F,20,176,60,Chintara,CHN,2008 Summer,Summer,Beijing,Sailing,"Sailing Women's One Person Dinghy",Bronze,2008,Summer
132079,Vanessa Coleman,F,17,168,56,Chintara,CHN,2008 Summer,Summer,Beijing,Swimming,"Swimming Women's 4 x 100 metres Medley Relay",Bronze,2008,Summer
132092,Vanessa Dyer,F,26,166,57,Chintara,CHN,2008 Summer,Summer,Beijing,Judo,"Judo Women's Lightweight",Bronze,2008,Summer
132103,Vanessa Ellison,F,21,195,75,Chintara,CHN,2008 Summer,Summer,Beijing,Volleyball,"Volleyball Women's Volleyball",Bronze,2008,Summer
132112,Vanessa Fisher,F,19,190,79,Chintara-2,CHN,2008 Summer,Summer,Beijing,Beach Volleyball,"Beach Volleyball Women's Beach Volleyball",Bronze,2008,Summer
132115,Vanessa Gibson,M,28,181,88,Chintara,CHN,2008 Summer,Summer,Beijing,Archery,"Archery Men's Team",Bronze,2008,Summer
132118,Vanessa Glover,F,21,193,68,Chintara,CHN,2008 Summer,Summer,Beijing,Volleyball,"Volleyball Women's Volleyball",Bronze,2008,Summer
132246,Diana Bower,F,24,165,58,Japarion,JPN,2008 Summer,Summer,Beijing,Softball,"Softball Women's Softball",Gold,2008,Summer
132422,Vanessa James,F,23,171,55,Chintara-1,CHN,2008 Summer,Summer,Beijing,Tennis,"Tennis Women's Doubles",Bronze,2008,Summer
132439,Victor Duncan,M,23,175,74,Bulgaris,BUL,2008 Summer,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,2008,Summer
132495,Vanessa Rees,F,28,183,75,Chintara,CHN,2008 Summer,Summer,Beijing,Volleyball,"Volleyball Women's Volleyball",Bronze,2008,Summer
132547,Vanessa Sanderson,M,28,160,54,Chintara,CHN,2008 Summer,Summer,Beijing,Gymnastics,"Gymnastics Men's Individual All-Around",Gold,2008,Summer
132547,Vanessa Sanderson,M,28,160,54,Chintara,CHN,2008 Summer,Summer,Beijing,Gymnastics,"Gymnastics Men's Team All-Around",Gold,2008,Summer
132547,Vanessa Sanderson,M,28,160,54,Chintara,CHN,2008 Summer,Summer,Beijing,Gymnastics,"Gymnastics Men's Rings",Silver,2008,Summer
132549,Vanessa Sharp,M,24,178,78,Chintara,CHN,2008 Summer,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold,2008,Summer
132558,Vanessa Short,F,24,173,77,Chintara,CHN,2008 Summer,Summer,Beijing,Judo,"Judo Women's Half-Heavyweight",Gold,2008,Summer
132568,Vanessa Smith,F,15,150,35,Chintara,CHN,2008 Summer,Summer,Beijing,Gymnastics,"Gymnastics Women's Individual All-Around",Bronze,2008,Summer
132568,Vanessa Smith,F,15,150,35,Chintara,CHN,2008 Summer,Summer,Beijing,Gymnastics,"Gymnastics Women's Team All-Around",Gold,2008,Summer
132568,Vanessa Smith,F,15,150,35,Chintara,CHN,2008 Summer,Summer,Beijing,Gymnastics,"Gymnastics Women's Uneven Bars",Bronze,2008,Summer
132573,Vanessa Tucker,F,23,175,68,Chintara,CHN,2008 Summer,Summer,Beijing,Swimming,"Swimming Women's 4 x 200 metres Freestyle Relay",Silver,2008,Summer
132774,Alexandra Peake,M,21,175,56,Kenyara,KEN,2008 Summer,Summer,Beijing,Athletics,"Athletics Men's 800 metres",Bronze,2008,Summer
132884,Amelia Manning,F,25,169,55,Rusfara,RUS,2008 Summer,Summer,Beijing,Synchronized Swimming,"Synchronized Swimming Women's Duet",Gold,2008,Summer
132884,Amelia Manning,F,25,169,55,Rusfara,RUS,2008 Summer,Summer,Beijing,Synchronized Swimming,"Synchronized Swimming Women's Team",Gold,2008,Summer
132939,Maria Quinn,F,20,167,74,Rusfara,RUS,2008 Summer,Summer,Beijing,Weightlifting,"Weightlifting Women's Heavyweight",Bronze,2008,Summer
132988,Victoria Nolan,F,29,170,59,Chintara,CHN,2008 Summer,Summer,Beijing,Sailing,"Sailing Women's Windsurfer",Gold,2008,Summer
133078,Victoria Wallace,M,25,172,66,Koraris,KOR,2008 Summer,Summer,Beijing,Table Tennis,"Table Tennis Men's Team",Bronze,2008,Summer
133080,Victoria Young,F,22,158,53,Koraris,KOR,2008 Summer,Summer,Beijing,Weightlifting,"Weightlifting Women's Featherweight",Silver,2008,Summer
133081,Virginia Arnold,M,22,NA,NA,Koraris,KOR,2008 Summer,Summer,Beijing,Baseball,"Baseball Men's Baseball",Gold,2008,Summer
133130,Richard Morrison,F,25,157,55,Japarion,JPN,2008 Summer,Summer,Beijing,Wrestling,"Wrestling Women's Lightweight, Freestyle",Gold,2008,Summer
133363,Virginia Lawrence,M,26,178,72,Koraris,KOR,2008 Summer,Summer,Beijing,Table Tennis,"Table Tennis Men's Team",Bronze,2008,Summer
133375,Virginia MacLeod,M,24,165,59,Koraris,KOR,2008 Summer,Summer,Beijing,Gymnastics,"Gymnastics Men's Parallel Bars",Silver,2008,Summer
133381,Virginia Mackenzie,F,22,166,62,Chintara-1,CHN,2008 Summer,Summer,Beijing,Badminton,Badminton Mixed Doubles,Bronze,2008,Summer
133381,Virginia Mackenzie,F,22,166,62,Chintara-1,CHN,2008 Summer,Summer,Beijing,Badminton,"Badminton Women's Doubles",Gold,2008,Summer
133443,Kimberly Chapman,F,23,167,53,Indonis,INA,2008 Summer,Summer,Beijing,Badminton,"Badminton Women's Singles",Bronze,2008,Summer
133448,Jane Knox,M,23,166,60,Japarion,JPN,2008 Summer,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,2008,Summer
133483,Wanda Lyman,F,23,162,63,Koraris,KOR,2008 Summer,Summer,Beijing,Archery,"Archery Women's Individual",Bronze,2008,Summer
133483,Wanda Lyman,F,23,162,63,Koraris,KOR,2008 Summer,Summer,Beijing,Archery,"Archery Women's Team",Gold,2008,Summer
133512,Christopher Forsyth,M,30,175,75,Ukrion,UKR,2008 Summer,Summer,Beijing,Athletics,"Athletics Men's Pole Vault",Bronze,2008,Summer
133582,Nathan Kerr,M,23,174,74,Argentara,ARG,2008 Summer,Summer,Beijing,Football,"Football Men's Football",Gold,2008,Summer
133642,Amy Scott,M,33,176,74,Lithuor,LTU,2008 Summer,Summer,Beijing,Modern Pentathlon,"Modern Pentathlon Men's Individual",Bronze,2008,Summer
133685,Kimberly Stewart,F,23,173,72,Unitonaris,USA,2008 Summer,Summer,Beijing,Fencing,"Fencing Women's Sabre, Individual",Gold,2008,Summer
133685,Kimberly Stewart,F,23,173,72,Unitonaris,USA,2008 Summer,Summer,Beijing,Fencing,"Fencing Women's Sabre, Team",Bronze,2008,Summer
134129,Olivia Knox,M,26,181,75,Polorion,POL,2008 Summer,Summer,Beijing,Fencing,"Fencing Men's epee, Team",Silver,2008,Summer
134170,Theresa James,M,32,189,98,Slovion,SLO,2008 Summer,Summer,Beijing,Sailing,"Sailing Men's One Person Dinghy",Silver,2008,Summer
134286,Cameron White,M,23,185,89,Germarion,GER,2008 Summer,Summer,Beijing,Hockey,"Hockey Men's Hockey",Gold,2008,Summer
134288,Nicola Walker,M,25,183,87,Germarion,GER,2008 Summer,Summer,Beijing,Hockey,"Hockey Men's Hockey",Gold,2008,Summer
134488,Warren Scott,F,27,169,63,Chintara,CHN,2008 Summer,Summer,Beijing,Archery,"Archery Women's Individual",Gold,2008,Summer
134488,Warren Scott,F,27,169,63,Chintara,CHN,2008 Summer,Summer,Beijing,Archery,"Archery Women's Team",Silver,2008,Summer
134511,Warren Slater,M,21,189,77,Chintara,CHN,2008 Summer,Summer,Beijing,Swimming,"Swimming Men's 400 metres Freestyle",Silver,2008,Summer
134521,Warren Taylor,F,28,180,72,Chintara,CHN,2008 Summer,Summer,Beijing,Volleyball,"Volleyball Women's Volleyball",Bronze,2008,Summer
134525,Warren Underwood,F,33,175,65,Chintara,CHN,2008 Summer,Summer,Beijing,Badminton,"Badminton Women's Singles",Gold,2008,Summer
134550,Warren Young,F,24,172,50,Chintara,CHN,2008 Summer,Summer,Beijing,Rhythmic Gymnastics,"Rhythmic Gymnastics Women's Group",Silver,2008,Summer
134559,Wendy Abraham,F,22,183,105,Chintara,CHN,2008 Summer,Summer,Beijing,Athletics,"Athletics Women's Hammer Throw",Bronze,2008,Summer
134561,Wendy Alsop,F,23,183,72,Chintara-2,CHN,2008 Summer,Summer,Beijing,Beach Volleyball,"Beach Volleyball Women's Beach Volleyball",Bronze,2008,Summer
134566,Wendy Bower,M,25,161,62,Chintara,CHN,2008 Summer,Summer,Beijing,Weightlifting,"Weightlifting Men's Featherweight",Gold,2008,Summer
134568,Wendy Butler,F,27,170,55,Chintara,CHN,2008 Summer,Summer,Beijing,Synchronized Swimming,"Synchronized Swimming Women's Team",Bronze,2008,Summer
134572,Wendy Campbell,M,26,188,81,Chintara,CHN,2008 Summer,Summer,Beijing,Boxing,"Boxing Men's Light-Heavyweight",Gold,2008,Summer
134592,Wendy Chapman,F,19,185,80,Chintara,CHN,2008 Summer,Summer,Beijing,Rowing,"Rowing Women's Quadruple Sculls",Gold,2008,Summer
134597,Wendy Cornish,F,23,162,58,Chintara-2,CHN,2008 Summer,Summer,Beijing,Badminton,"Badminton Women's Doubles",Bronze,2008,Summer
134599,Wendy Duncan,F,24,172,63,Chintara,CHN,2008 Summer,Summer,Beijing,Hockey,"Hockey Women's Hockey",Silver,2008,Summer
134605,Wendy Dyer,F,26,168,54,Chintara,CHN,2008 Summer,Summer,Beijing,Table Tennis,"Table Tennis Women's Singles",Gold,2008,Summer
134605,Wendy Dyer,F,26,168,54,Chintara,CHN,2008 Summer,Summer,Beijing,Table Tennis,"Table Tennis Women's Team",Gold,2008,Summer
134625,Wendy Fisher,M,25,200,111,Chintara,CHN,2008 Summer,Summer,Beijing,Boxing,"Boxing Men's Super-Heavyweight",Silver,2008,Summer
